wt_60min_1,wt_60min_2,genome_60min_1,genome_60min_2
77867.155896,65140.071057,37295.571762,36642.196617
35962.930749,61228.23956,62225.803439,63647.421160000005
47557.812899,61288.761612,59856.342927,65242.539336
41583.974577,51560.885962,53961.940449,57895.396788
38714.518776,51296.750237,59592.355061,64592.835638000004
56243.676682000005,57955.923096,57354.587654999996,61696.559027
58687.67559700001,70739.159726,64546.91658,62684.299398
75078.465746,76368.940225,88986.688758,69899.954209
50078.580876,37019.529924,38015.334691000004,33096.756399
67980.818374,52626.563266,68577.51412400001,60691.062717999994
71290.01655999999,79936.69424800001,64725.846879,63367.26875999999
50550.878302,54023.771038000006,48364.180894000005,48112.081674
61889.512973000004,64546.91658,67980.818374,56611.169484
55524.251003,48696.833329,55666.500446,54100.507828
54100.507828,49603.919685,58488.738433000006,56810.79809899999
61177.316591999996,48337.179858,45744.05459,45294.130326
38145.536315,63647.421160000005,73327.47124000001,68430.541751
54460.767374999996,48672.889743,48002.221663,47527.510093000004
59741.16111,48072.71808,53475.80373,53348.222427
67296.22409599999,55992.77529,55373.403954,61945.40904099999
30738.850653,53961.940449,62160.817016999994,64321.603586000005
50765.387702,44255.67332,46179.194829,48162.032432
65842.31336,47673.30671600001,53016.064732,54879.551618000005
58258.689969,119807.21613,66874.451289,74295.336083
51696.305905,42567.116861,46217.490631,49278.439813
39854.559850000005,59797.947065,58137.115197,68090.31936
52865.260728,50684.934610000004,53659.854585999994,45028.181238000005
44174.366278,41512.528508,37690.326291,41669.784074
58488.738433000006,62225.803439,56243.676682000005,49505.831312
55480.620783,52691.868074,47394.202399999995,45321.014735
39138.541636,66253.847755,66769.270242,73175.13454700001
56061.137738,58258.689969,54578.603642999995,56061.137738
52513.804839000004,62092.853864000004,59089.84656,56953.77607400001
48811.794293,50550.878302,55136.61217200001,50812.905127
52947.347519999996,62600.038514,59462.178408,52759.30656
60627.329573999996,55373.403954,70888.618534,66585.566366
52154.472905999995,50388.673591,46474.852581,44216.960369
37383.694605000004,56810.79809899999,61357.917666999994,68186.614621
58367.818631999995,49075.341559,49425.523881999994,45924.961323
51824.56711,55011.789948000005,54307.294012000006,51253.36376
50295.974051000005,52327.504834,57148.35529200001,55011.789948000005
58428.113057,58227.488301,81983.783308,76368.940225
53792.293711000006,56127.498265999995,58687.67559700001,56407.402390999996
57480.59465299999,56506.922915999996,56061.137738,65140.071057
63888.74109,50247.748829000004,40930.721058,44560.108528
46764.662309,46817.731296,62600.038514,43198.596208999996
59592.355061,56611.169484,43784.811097,39060.218023
48533.123588,51982.796084,67174.91751,60627.329573999996
62160.817016999994,51762.503406,45645.563036,46927.162498000005
55420.404984,53711.557847,47908.282223,43462.233281
61405.818236,53597.160776000004,44837.107746,43784.811097
52835.215511,47014.583029,52626.563266,54023.771038000006
37567.997368,57480.59465299999,60835.863312999994,61593.80959600001
63167.936939,54067.766918999994,43059.320481999996,41332.845174
53916.960624,47126.520216,50322.103743,56506.922915999996
54393.83584500001,54307.294012000006,49505.831312,48002.221663
40246.298096,63968.781202,65140.071057,62489.089038
54023.771038000006,47456.798706,53916.960624,55949.391721
54500.206634999995,49753.134155,55992.77529,46764.662309
56810.79809899999,67521.411133,55897.798835,50982.437127
56407.402390999996,49650.208554,51597.746613,54807.235433
64223.401398,43697.357211999995,42382.68288,46113.566341
52407.262650000004,32970.924839,29149.669227,35962.930749
46300.436654000005,46217.490631,50846.911007,55327.04188399999
33657.321765,50295.974051000005,56953.77607400001,55992.77529
59553.93517699999,48581.020727999996,50765.387702,48337.179858
36738.358804,45094.386243,52093.533455000004,53475.80373
42191.197944,48290.937144,44145.642719999996,48290.937144
54352.61683199999,46113.566341,48672.889743,49912.666358
51199.592891,51908.602551,47825.545524,46709.680956
53524.117429,48898.255847,43404.399462999994,45508.796003
54264.10756399999,52582.632452000005,46853.896507000005,42358.60941
47595.008746,50078.580876,45874.568157,49689.537049
55373.403954,49948.819012,49278.439813,55080.105657
52463.708287,59741.16111,65655.778731,62225.803439
57895.396788,61177.316591999996,67031.252348,55480.620783
47456.798706,60073.749127999996,58300.130347000006,55666.500446
39721.834416,40287.802620999995,45533.093815,51296.750237
39651.07309599999,51876.995275,52327.504834,50765.387702
53597.160776000004,45710.732208,50295.974051000005,51374.056407
59797.947065,45744.05459,45294.130326,42936.264182
48002.221663,48162.032432,53272.321811,52154.472905999995
58957.05033400001,64401.337438,61696.559027,59184.784984000005
48581.020727999996,55759.660644,57617.320822,57668.998823999995
49034.454725,37004.987199,25179.535673,27227.700307
50600.091503,43575.903784999995,53131.766810999994,51332.661247
51653.580957,47825.545524,48072.71808,47394.202399999995
48337.179858,43976.130301000005,41883.533158,46608.528342
50429.966673,46517.066923,39773.89018,39432.022889
70888.618534,61096.17914,41649.798395000005,48488.875695
