wt_0min_1,wt_0min_2,env_0min_1,env_0min_2
231963.60429,235961.48781,233642.67533,245202.1462
208930.66588000002,210816.98690999998,197610.11853,308545.50627
227737.21876000002,220915.90615,207762.15363000002,227203.58388
222250.21966,225864.06017,215988.20043000003,208042.3153
244649.87636000002,227203.58388,222670.20726999998,218899.42531
223315.53486,221561.81435000003,214696.46740000002,208930.66588000002
235961.48781,227737.21876000002,224598.05743,215495.66406
215608.10035999998,198156.03943,230558.69976,211703.18532
239158.09608999998,234073.84715,222250.21966,213904.10523000002
221266.09622999997,218548.97677,209214.35992000002,207855.37678999998
215495.66406,220067.28580999997,202928.55294000002,201035.18438
229036.22590999998,228824.28083,231637.19988000003,222250.21966
234313.89363,217660.17560000002,227409.82124000002,191730.73188
205692.39068999997,204599.48778999998,219796.01377,225409.59682
232747.4315,226277.97219000003,225864.06017,202755.0086
219464.46622,219464.46622,215495.66406,195943.97483999998
218548.97677,212117.14446,215608.10035999998,207190.22708
213780.83564,213438.24202,208042.3153,198156.03943
217960.63942999998,215988.20043000003,217960.63942999998,207762.15363000002
218899.42531,236262.47195,226277.97219000003,225113.63911000002
232190.57324,224598.05743,219464.46622,218260.35126999998
219796.01377,237297.31872,212117.14446,219178.11592
186741.30815,196664.49646,225113.63911000002,211426.77626999997
214892.98174999998,206440.11359000002,187427.17907,210543.51382
175371.44350999998,189243.27671,227203.58388,211187.73273999998
158639.45506,152712.191,192479.39072,240860.13551
194301.48885,214696.46740000002,218548.97677,209461.16779
185484.48377,205142.30192,226848.50247999997,219796.01377
199405.88454,197610.11853,211426.77626999997,217416.31708
203733.79038,212663.55302,214465.01743,209214.35992000002
209461.16779,216660.43436,216660.43436,208287.13314
217416.31708,208591.36325,208591.36325,202052.5402
47187.383350000004,49289.003871,52577.000006,48760.005802
179240.64027,181856.32812000002,221561.81435000003,210816.98690999998
205417.83026999998,196493.34707,207059.50383,192901.34119
217034.87689,219796.01377,211187.73273999998,200571.97202
204599.48778999998,217034.87689,230290.41864,234073.84715
196275.69113,203372.62759,177575.11920000002,226848.50247999997
210317.02853,222670.20726999998,211703.18532,208591.36325
207762.15363000002,211703.18532,213438.24202,204081.28048000002
194776.61534,193496.52371,191110.32736,214696.46740000002
206241.62437,211917.58037,217034.87689,217960.63942999998
207536.58130000002,214137.24151,200088.11287,200315.89208
220564.58242000002,214892.98174999998,204886.09698,203144.45711000002
208287.13314,215608.10035999998,188976.63432,220381.40167
212442.53394,202928.55294000002,201557.24787,199092.81844
